                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 0.7967,                0.51156,                 1.0512,                0.93714,                0.97501,                   0.98,                0.77684,                0.80652,                0.33825,                 1.2084,               0.004786,               0.004786,               0.004786
                    160,                0.79471,                0.50662,                 1.0507,                0.94096,                0.96874,                0.97981,                0.77916,                 0.8044,                0.33602,                 1.2083,               0.004753,               0.004753,               0.004753
                    161,                0.79698,                0.50938,                 1.0509,                0.94172,                  0.974,                0.97921,                 0.7801,                0.80078,                0.33472,                 1.2057,                0.00472,                0.00472,                0.00472
                    162,                0.79834,                0.51034,                 1.0553,                0.94327,                0.97121,                0.97936,                0.77842,                0.79934,                0.33194,                 1.2049,               0.004687,               0.004687,               0.004687
                    163,                0.79544,                0.50881,                   1.05,                0.94112,                0.98142,                0.97906,                0.78012,                0.80111,                0.33183,                 1.2049,               0.004654,               0.004654,               0.004654
                    164,                0.79851,                0.51342,                 1.0452,                0.94378,                0.97097,                0.97929,                0.77888,                0.80231,                0.33228,                 1.2068,               0.004621,               0.004621,               0.004621
                    165,                0.79342,                0.51199,                 1.0495,                0.94384,                0.97416,                0.97925,                0.77884,                0.80099,                0.33333,                 1.2064,               0.004588,               0.004588,               0.004588
                    166,                0.79077,                0.50457,                  1.047,                0.94476,                  0.976,                0.97984,                0.78126,                0.80007,                0.33324,                 1.2047,               0.004555,               0.004555,               0.004555
                    167,                 0.7905,                 0.5034,                  1.044,                0.94621,                0.97342,                0.97975,                0.78043,                0.79562,                  0.332,                 1.2012,               0.004522,               0.004522,               0.004522
                    168,                0.78648,                0.50118,                 1.0442,                0.94716,                0.97511,                0.97968,                0.78202,                0.79497,                0.33136,                 1.1996,               0.004489,               0.004489,               0.004489
                    169,                0.78582,                 0.4987,                 1.0469,                0.94697,                0.97491,                0.98026,                0.78061,                0.79434,                0.33191,                 1.1991,               0.004456,               0.004456,               0.004456
                    170,                0.78828,                0.50234,                 1.0423,                0.94193,                0.97773,                0.98121,                0.78216,                0.79471,                 0.3317,                 1.2002,               0.004423,               0.004423,               0.004423
                    171,                 0.7858,                 0.5017,                 1.0446,                0.95311,                0.96818,                0.98082,                0.78124,                0.79461,                0.33109,                 1.2003,                0.00439,                0.00439,                0.00439
                    172,                0.78498,                0.49937,                 1.0398,                0.94865,                0.97003,                0.98076,                0.78066,                0.79406,                  0.331,                 1.1995,               0.004357,               0.004357,               0.004357
                    173,                0.79039,                 0.4996,                 1.0476,                0.94922,                0.97262,                0.98143,                  0.782,                0.79466,                 0.3306,                 1.2008,               0.004324,               0.004324,               0.004324
                    174,                0.78142,                0.49861,                 1.0461,                0.94801,                0.96835,                0.98172,                 0.7834,                0.79328,                0.33021,                 1.1995,               0.004291,               0.004291,               0.004291
                    175,                 0.7857,                0.50084,                 1.0536,                 0.9517,                0.96706,                0.98194,                 0.7837,                0.79234,                0.32995,                 1.1988,               0.004258,               0.004258,               0.004258
                    176,                0.78201,                 0.4936,                 1.0425,                0.94299,                0.97407,                0.98216,                0.78564,                0.79188,                  0.328,                 1.1982,               0.004225,               0.004225,               0.004225
                    177,                0.78258,                0.50029,                 1.0438,                0.95275,                0.96648,                0.98195,                0.78312,                0.79384,                0.32901,                    1.2,               0.004192,               0.004192,               0.004192
                    178,                0.78269,                0.49203,                 1.0417,                 0.9509,                0.96879,                0.98155,                0.78297,                0.79395,                0.32961,                 1.2004,               0.004159,               0.004159,               0.004159
                    179,                0.77743,                0.49249,                 1.0349,                0.95087,                0.97254,                0.98171,                0.78412,                0.79227,                0.32866,                 1.1993,               0.004126,               0.004126,               0.004126
                    180,                0.77554,                0.49329,                 1.0367,                 0.9475,                 0.9717,                0.98112,                0.78261,                0.79243,                 0.3291,                 1.1994,               0.004093,               0.004093,               0.004093
                    181,                0.77347,                0.49354,                 1.0382,                0.94931,                0.97073,                0.98129,                0.78356,                0.79302,                0.32867,                 1.1994,                0.00406,                0.00406,                0.00406
                    182,                0.77598,                0.49567,                 1.0435,                0.94821,                0.96607,                0.98136,                0.78312,                0.79253,                0.32806,                 1.1987,               0.004027,               0.004027,               0.004027
                    183,                0.77324,                 0.4915,                  1.036,                0.95028,                0.96326,                 0.9815,                0.78226,                0.79027,                0.32732,                 1.1975,               0.003994,               0.003994,               0.003994
                    184,                0.77381,                0.49511,                 1.0362,                0.94349,                0.97339,                0.98076,                0.78338,                0.78952,                0.32591,                 1.1978,               0.003961,               0.003961,               0.003961
                    185,                0.77099,                0.48607,                 1.0388,                0.94967,                0.96723,                0.98085,                0.78509,                0.78895,                0.32635,                 1.1979,               0.003928,               0.003928,               0.003928
                    186,                0.77132,                 0.4904,                 1.0326,                0.94562,                0.97046,                0.98101,                0.78409,                0.78929,                0.32553,                 1.1981,               0.003895,               0.003895,               0.003895
                    187,                0.76985,                0.48393,                 1.0368,                0.95623,                0.96023,                0.98053,                0.78354,                0.79006,                0.32532,                 1.1986,               0.003862,               0.003862,               0.003862
                    188,                0.77155,                0.48754,                 1.0362,                  0.949,                0.96259,                0.97979,                0.78198,                 0.7902,                0.32575,                 1.1982,               0.003829,               0.003829,               0.003829
                    189,                0.77103,                0.48775,                 1.0332,                0.95196,                0.96358,                0.97994,                0.78216,                 0.7891,                0.32606,                 1.1972,               0.003796,               0.003796,               0.003796
                    190,                  0.768,                0.48834,                 1.0363,                0.95161,                0.96915,                0.98121,                0.78253,                0.78964,                0.32481,                 1.1973,               0.003763,               0.003763,               0.003763
                    191,                0.77216,                0.49339,                 1.0427,                0.94973,                0.96837,                 0.9808,                0.78348,                0.79082,                0.32473,                 1.1987,                0.00373,                0.00373,                0.00373
                    192,                0.76458,                0.47931,                 1.0326,                0.95048,                0.96681,                0.98112,                0.78196,                0.79125,                0.32516,                 1.1986,               0.003697,               0.003697,               0.003697
                    193,                0.76979,                 0.4883,                 1.0334,                0.94294,                0.97323,                0.98087,                0.78261,                0.79089,                0.32558,                 1.1977,               0.003664,               0.003664,               0.003664
                    194,                0.76816,                0.48405,                 1.0311,                 0.9398,                0.97641,                0.98064,                0.78322,                0.79009,                0.32692,                 1.1973,               0.003631,               0.003631,               0.003631
                    195,                0.76455,                0.48607,                 1.0325,                  0.944,                0.97176,                0.98134,                0.78471,                0.78883,                0.32631,                  1.196,               0.003598,               0.003598,               0.003598
                    196,                0.76289,                0.48214,                 1.0298,                0.94915,                0.96725,                0.98165,                0.78597,                0.78846,                0.32603,                 1.1959,               0.003565,               0.003565,               0.003565
                    197,                0.76068,                0.48212,                 1.0328,                0.95095,                0.96551,                0.98226,                0.78563,                0.78819,                0.32569,                 1.1959,               0.003532,               0.003532,               0.003532
                    198,                0.76011,                0.47782,                  1.031,                0.95511,                0.96532,                0.98197,                0.78444,                0.78787,                0.32561,                 1.1952,               0.003499,               0.003499,               0.003499
                    199,                0.76253,                0.48104,                 1.0294,                0.94998,                0.96896,                0.98231,                0.78685,                0.78772,                0.32459,                 1.1954,               0.003466,               0.003466,               0.003466
                    200,                0.75992,                0.47785,                 1.0263,                0.95771,                0.96223,                 0.9826,                0.78683,                0.78666,                0.32526,                 1.1947,               0.003433,               0.003433,               0.003433
                    201,                0.75169,                 0.4735,                 1.0329,                0.95388,                0.96499,                0.98273,                0.78757,                0.78607,                0.32528,                 1.1947,                 0.0034,                 0.0034,                 0.0034
                    202,                0.75865,                   0.48,                 1.0267,                0.95018,                0.96892,                0.98318,                0.78751,                0.78644,                0.32454,                  1.196,               0.003367,               0.003367,               0.003367
                    203,                0.75214,                0.47846,                 1.0223,                0.95256,                 0.9683,                0.98292,                0.78769,                0.78675,                 0.3241,                 1.1966,               0.003334,               0.003334,               0.003334
                    204,                0.75655,                0.47768,                 1.0236,                0.95081,                0.96788,                0.98275,                0.78728,                0.78577,                0.32342,                 1.1961,               0.003301,               0.003301,               0.003301
                    205,                0.75085,                0.47079,                 1.0285,                0.95165,                0.96753,                0.98276,                0.78695,                 0.7845,                0.32291,                 1.1952,               0.003268,               0.003268,               0.003268
                    206,                0.74764,                0.47527,                 1.0286,                0.95189,                0.96475,                0.98254,                0.78694,                0.78322,                0.32243,                 1.1951,               0.003235,               0.003235,               0.003235
                    207,                0.74885,                0.47257,                 1.0238,                0.95158,                0.96423,                0.98215,                0.78811,                 0.7824,                0.32258,                 1.1947,               0.003202,               0.003202,               0.003202
                    208,                0.75377,                0.47279,                 1.0306,                0.95082,                0.96655,                0.98207,                0.78879,                0.78246,                0.32325,                 1.1945,               0.003169,               0.003169,               0.003169
                    209,                0.74967,                0.47439,                 1.0244,                0.94938,                0.96209,                0.98193,                0.78767,                0.78202,                0.32198,                 1.1941,               0.003136,               0.003136,               0.003136
                    210,                 0.7458,                0.46945,                 1.0228,                0.95254,                0.96237,                0.98155,                0.78809,                 0.7818,                0.32184,                 1.1933,               0.003103,               0.003103,               0.003103
                    211,                0.74725,                0.47022,                 1.0199,                0.95163,                0.96422,                 0.9819,                0.78795,                0.78183,                0.32161,                 1.1937,                0.00307,                0.00307,                0.00307
                    212,                0.75045,                0.47571,                 1.0244,                0.95168,                0.96351,                0.98146,                0.78741,                0.78262,                0.32154,                 1.1946,               0.003037,               0.003037,               0.003037
                    213,                 0.7487,                0.47372,                 1.0244,                0.94312,                0.97359,                0.98154,                0.78624,                0.78232,                0.32108,                 1.1948,               0.003004,               0.003004,               0.003004
                    214,                0.74396,                0.46964,                 1.0204,                0.94435,                0.97291,                0.98145,                0.78596,                0.78222,                0.32094,                 1.1952,               0.002971,               0.002971,               0.002971
                    215,                0.74409,                0.46545,                 1.0179,                0.94398,                0.97547,                0.98137,                0.78609,                0.78228,                0.32044,                 1.1951,               0.002938,               0.002938,               0.002938
                    216,                 0.7391,                0.46354,                 1.0219,                0.94565,                0.97417,                0.98164,                0.78673,                0.78181,                0.32055,                 1.1946,               0.002905,               0.002905,               0.002905
                    217,                0.73964,                0.46462,                 1.0167,                0.94437,                0.97336,                0.98196,                0.78744,                0.78133,                0.32026,                 1.1946,               0.002872,               0.002872,               0.002872
                    218,                0.74042,                 0.4657,                 1.0208,                 0.9453,                0.97286,                 0.9818,                0.78659,                0.78083,                0.32087,                 1.1941,               0.002839,               0.002839,               0.002839
                    219,                0.74147,                0.47575,                 1.0259,                0.94666,                0.97124,                0.98171,                0.78725,                0.78125,                0.32039,                 1.1944,               0.002806,               0.002806,               0.002806
                    220,                0.74115,                0.46672,                 1.0186,                0.94591,                0.97164,                0.98129,                0.78715,                0.78128,                 0.3212,                 1.1942,               0.002773,               0.002773,               0.002773
                    221,                0.73843,                0.46395,                 1.0142,                0.94646,                 0.9711,                0.98131,                0.78675,                0.78046,                0.32119,                 1.1935,                0.00274,                0.00274,                0.00274
                    222,                0.73824,                0.46666,                 1.0171,                 0.9444,                 0.9739,                0.98133,                0.78705,                0.78028,                0.32138,                 1.1932,               0.002707,               0.002707,               0.002707
                    223,                0.73841,                0.46407,                 1.0158,                 0.9494,                0.96918,                0.98174,                0.78669,                0.78027,                 0.3215,                 1.1935,               0.002674,               0.002674,               0.002674
                    224,                0.73365,                0.46115,                 1.0166,                0.94983,                0.96925,                 0.9819,                0.78749,                0.77995,                0.32116,                 1.1937,               0.002641,               0.002641,               0.002641
                    225,                0.73366,                0.45554,                 1.0144,                 0.9516,                0.96752,                0.98183,                0.78859,                0.78002,                0.32119,                 1.1942,               0.002608,               0.002608,               0.002608
                    226,                0.73571,                0.45995,                 1.0173,                0.95203,                0.96617,                0.98149,                0.78894,                0.77996,                 0.3207,                 1.1945,               0.002575,               0.002575,               0.002575
                    227,                  0.733,                0.46351,                 1.0208,                0.94945,                0.96868,                0.98138,                0.78849,                 0.7801,                0.32022,                 1.1948,               0.002542,               0.002542,               0.002542
                    228,                0.73521,                0.45851,                 1.0172,                0.94811,                0.96952,                0.98182,                0.78873,                0.77969,                0.32059,                 1.1946,               0.002509,               0.002509,               0.002509
                    229,                 0.7283,                 0.4579,                 1.0178,                0.94642,                0.96987,                0.98161,                0.78814,                0.77967,                0.32101,                 1.1948,               0.002476,               0.002476,               0.002476
                    230,                0.73075,                0.46055,                 1.0111,                0.94523,                0.97431,                0.98162,                0.78915,                 0.7797,                 0.3206,                 1.1952,               0.002443,               0.002443,               0.002443
                    231,                 0.7299,                0.46069,                 1.0151,                0.94539,                0.97493,                0.98152,                0.78801,                0.77921,                0.32068,                 1.1952,                0.00241,                0.00241,                0.00241
                    232,                0.72391,                0.45524,                 1.0143,                0.94533,                0.97752,                0.98153,                0.78857,                0.77904,                 0.3204,                 1.1955,               0.002377,               0.002377,               0.002377
                    233,                 0.7292,                0.45639,                 1.0151,                0.94269,                0.97837,                0.98165,                0.78894,                0.77884,                0.32044,                 1.1958,               0.002344,               0.002344,               0.002344
                    234,                0.72899,                0.46066,                 1.0167,                 0.9409,                0.97891,                0.98147,                0.78837,                0.77843,                0.32028,                 1.1955,               0.002311,               0.002311,               0.002311
                    235,                0.72535,                0.45349,                  1.012,                 0.9424,                0.97915,                0.98134,                0.78921,                0.77846,                0.32007,                 1.1956,               0.002278,               0.002278,               0.002278
                    236,                0.72488,                0.45312,                 1.0098,                0.94211,                0.97888,                0.98143,                0.78911,                 0.7787,                0.32003,                 1.1957,               0.002245,               0.002245,               0.002245
                    237,                0.72317,                0.45386,                 1.0134,                0.94187,                0.97879,                0.98163,                0.78963,                0.77852,                0.31992,                 1.1958,               0.002212,               0.002212,               0.002212
                    238,                0.72253,                0.45613,                 1.0106,                 0.9438,                0.97735,                 0.9817,                0.78974,                0.77836,                0.31997,                 1.1961,               0.002179,               0.002179,               0.002179
                    239,                0.72531,                0.45547,                  1.013,                 0.9451,                0.97686,                0.98138,                0.78951,                0.77816,                0.31947,                 1.1961,               0.002146,               0.002146,               0.002146
                    240,                0.72655,                0.45923,                 1.0099,                 0.9486,                0.97407,                0.98165,                0.79021,                0.77786,                 0.3199,                 1.1962,               0.002113,               0.002113,               0.002113
                    241,                0.72149,                0.45336,                 1.0087,                0.94412,                0.97769,                0.98113,                0.78893,                0.77794,                0.32008,                 1.1965,                0.00208,                0.00208,                0.00208
                    242,                0.72005,                0.44987,                  1.009,                0.94822,                0.97495,                0.98142,                0.78962,                0.77785,                0.31994,                 1.1965,               0.002047,               0.002047,               0.002047
                    243,                0.72017,                0.45536,                  1.017,                0.94555,                0.97684,                0.98136,                0.78906,                0.77787,                0.31968,                 1.1966,               0.002014,               0.002014,               0.002014
                    244,                0.71922,                0.45309,                  1.008,                0.94527,                0.97739,                0.98135,                0.78777,                0.77757,                0.31927,                 1.1967,               0.001981,               0.001981,               0.001981
                    245,                0.72084,                0.45213,                  1.012,                0.94522,                0.97604,                 0.9813,                 0.7885,                0.77766,                0.31927,                 1.1969,               0.001948,               0.001948,               0.001948
                    246,                0.71569,                0.45002,                 1.0055,                 0.9449,                0.97624,                0.98149,                0.78878,                0.77778,                0.31952,                  1.197,               0.001915,               0.001915,               0.001915
                    247,                0.71974,                0.45006,                 1.0113,                0.94658,                0.97558,                0.98151,                0.78873,                  0.778,                0.31936,                 1.1971,               0.001882,               0.001882,               0.001882
                    248,                0.71298,                0.44786,                  1.008,                0.94717,                0.97565,                0.98185,                0.78806,                0.77804,                0.31937,                 1.1973,               0.001849,               0.001849,               0.001849
                    249,                0.71282,                0.44682,                 1.0044,                0.94703,                0.97591,                0.98182,                0.78781,                  0.778,                0.31913,                 1.1975,               0.001816,               0.001816,               0.001816
                    250,                0.70844,                0.44668,                 1.0045,                0.94801,                0.97492,                0.98193,                0.78778,                0.77794,                0.31929,                 1.1977,               0.001783,               0.001783,               0.001783
                    251,                0.70766,                0.44173,                 1.0038,                0.94673,                0.97534,                0.98187,                 0.7889,                0.77796,                0.31928,                  1.198,                0.00175,                0.00175,                0.00175
                    252,                 0.7095,                0.44675,                 1.0075,                0.94677,                0.97507,                0.98194,                0.78893,                0.77786,                0.31878,                 1.1981,               0.001717,               0.001717,               0.001717
                    253,                0.70915,                0.44258,                 1.0005,                0.94694,                0.97422,                0.98186,                0.78856,                0.77787,                0.31876,                 1.1981,               0.001684,               0.001684,               0.001684
                    254,                0.70987,                0.44462,                 1.0069,                0.94672,                0.97331,                0.98175,                0.78898,                0.77774,                0.31918,                 1.1981,               0.001651,               0.001651,               0.001651
                    255,                0.70757,                0.44193,                 1.0023,                0.95241,                0.96724,                0.98183,                0.78958,                 0.7776,                0.31913,                 1.1982,               0.001618,               0.001618,               0.001618
                    256,                0.70805,                 0.4427,                 1.0054,                0.94861,                0.97247,                0.98197,                0.78957,                0.77753,                0.31903,                 1.1982,               0.001585,               0.001585,               0.001585
                    257,                0.70789,                0.44608,                 1.0011,                0.94961,                0.97231,                0.98177,                0.78921,                0.77749,                 0.3188,                 1.1981,               0.001552,               0.001552,               0.001552
                    258,                0.70717,                0.44618,                0.99702,                0.94525,                0.97342,                0.98149,                0.78968,                0.77716,                0.31895,                  1.198,               0.001519,               0.001519,               0.001519
                    259,                0.70566,                0.44429,                 1.0027,                0.94633,                0.97285,                0.98134,                0.78954,                0.77707,                0.31884,                  1.198,               0.001486,               0.001486,               0.001486
                    260,                0.70596,                 0.4412,                0.99951,                0.94509,                0.97372,                0.98122,                 0.7895,                 0.7771,                0.31853,                  1.198,               0.001453,               0.001453,               0.001453
                    261,                0.70541,                0.44613,                0.99886,                0.94487,                0.97381,                0.98112,                0.79001,                0.77687,                0.31818,                 1.1979,                0.00142,                0.00142,                0.00142
                    262,                0.70158,                0.43776,                0.99739,                0.94634,                0.97265,                0.98113,                0.78963,                0.77684,                0.31844,                  1.198,               0.001387,               0.001387,               0.001387
                    263,                0.70116,                0.43928,                0.99728,                0.94707,                0.97252,                0.98122,                0.78975,                0.77695,                0.31833,                  1.198,               0.001354,               0.001354,               0.001354
                    264,                0.69856,                0.43438,                0.99656,                0.94689,                0.97267,                0.98134,                0.78995,                0.77675,                0.31816,                 1.1978,               0.001321,               0.001321,               0.001321
                    265,                0.69856,                0.43594,                 0.9986,                0.94798,                0.97238,                0.98129,                0.78982,                0.77657,                0.31803,                 1.1977,               0.001288,               0.001288,               0.001288
                    266,                0.69935,                0.43402,                0.99953,                0.94971,                0.97073,                0.98115,                0.79054,                0.77619,                 0.3178,                 1.1976,               0.001255,               0.001255,               0.001255
                    267,                 0.6984,                0.43433,                0.99024,                0.95304,                0.96306,                0.98118,                0.79008,                0.77608,                0.31764,                 1.1976,               0.001222,               0.001222,               0.001222
                    268,                  0.693,                0.43253,                0.99848,                0.95339,                0.96297,                0.98114,                0.79015,                0.77608,                0.31751,                 1.1977,               0.001189,               0.001189,               0.001189
                    269,                0.69717,                0.43762,                0.99747,                 0.9545,                0.96231,                0.98127,                0.79069,                0.77596,                0.31768,                 1.1978,               0.001156,               0.001156,               0.001156
                    270,                0.69947,                0.43907,                0.99496,                0.95476,                0.96218,                0.98127,                0.78999,                0.77602,                0.31764,                 1.1979,               0.001123,               0.001123,               0.001123
                    271,                0.69413,                0.42865,                0.99457,                0.95448,                0.96244,                0.98129,                0.79016,                0.77579,                0.31755,                 1.1978,                0.00109,                0.00109,                0.00109
                    272,                0.69224,                 0.4347,                0.99883,                0.95466,                0.96234,                0.98133,                0.79004,                0.77568,                0.31777,                 1.1977,               0.001057,               0.001057,               0.001057
                    273,                0.69627,                0.43628,                 0.9985,                0.94428,                0.97351,                0.98126,                0.79029,                 0.7758,                0.31782,                 1.1978,               0.001024,               0.001024,               0.001024
                    274,                0.68899,                0.42847,                0.99281,                 0.9441,                0.97319,                0.98144,                0.78957,                0.77587,                0.31792,                 1.1979,               0.000991,               0.000991,               0.000991
                    275,                0.69695,                0.42864,                0.99823,                0.94395,                0.97322,                0.98138,                0.78945,                0.77585,                0.31813,                  1.198,               0.000958,               0.000958,               0.000958
                    276,                0.69259,                0.43144,                0.99722,                 0.9442,                0.97302,                0.98121,                0.78965,                0.77575,                0.31805,                  1.198,               0.000925,               0.000925,               0.000925
                    277,                0.69092,                0.43271,                0.99334,                0.96084,                 0.9577,                0.98121,                0.78996,                0.77552,                0.31809,                 1.1979,               0.000892,               0.000892,               0.000892
                    278,                0.69134,                0.43105,                0.99424,                0.96077,                0.95771,                0.98124,                0.79027,                0.77528,                0.31818,                 1.1979,               0.000859,               0.000859,               0.000859
                    279,                0.68709,                0.43201,                0.99521,                0.95354,                 0.9631,                0.98117,                0.79007,                 0.7753,                0.31789,                 1.1981,               0.000826,               0.000826,               0.000826
                    280,                 0.6877,                0.43211,                0.98707,                0.96054,                 0.9574,                0.98128,                0.78967,                0.77524,                0.31804,                 1.1982,               0.000793,               0.000793,               0.000793
                    281,                0.68519,                0.42628,                0.99231,                0.96088,                0.95731,                0.98124,                0.78929,                0.77533,                 0.3177,                 1.1982,                0.00076,                0.00076,                0.00076
                    282,                0.68968,                 0.4286,                 0.9927,                0.96085,                0.95708,                0.98118,                0.78869,                0.77544,                0.31784,                 1.1985,               0.000727,               0.000727,               0.000727
                    283,                0.68361,                0.42771,                 0.9895,                0.95208,                0.96533,                0.98131,                 0.7891,                 0.7754,                0.31756,                 1.1986,               0.000694,               0.000694,               0.000694
                    284,                0.68612,                0.42464,                0.99164,                0.95285,                0.96404,                0.98125,                0.78915,                0.77531,                0.31753,                 1.1986,               0.000661,               0.000661,               0.000661
                    285,                0.68923,                 0.4265,                0.99384,                0.95288,                0.96381,                 0.9812,                0.78912,                0.77527,                0.31776,                 1.1986,               0.000628,               0.000628,               0.000628
                    286,                0.68517,                0.42747,                0.99337,                0.95196,                0.96618,                0.98131,                0.78954,                0.77541,                0.31777,                 1.1987,               0.000595,               0.000595,               0.000595
                    287,                0.68348,                0.42984,                 0.9919,                0.95093,                0.96832,                0.98148,                0.78948,                0.77543,                0.31793,                 1.1987,               0.000562,               0.000562,               0.000562
                    288,                0.68406,                0.42513,                0.99269,                0.95088,                0.97103,                 0.9816,                0.78957,                0.77532,                0.31765,                 1.1988,               0.000529,               0.000529,               0.000529
                    289,                0.68263,                0.42755,                0.98779,                0.95122,                0.97105,                0.98146,                0.78939,                0.77511,                0.31801,                 1.1987,               0.000496,               0.000496,               0.000496
                    290,                0.68263,                0.42298,                0.99054,                0.95148,                0.96833,                0.98135,                0.78935,                0.77511,                0.31772,                 1.1989,               0.000463,               0.000463,               0.000463
                    291,                0.65098,                0.37219,                  1.019,                0.95131,                0.96807,                0.98144,                0.78964,                0.77509,                 0.3179,                  1.199,                0.00043,                0.00043,                0.00043
                    292,                0.64004,                 0.3643,                 1.0149,                0.95155,                0.96795,                0.98151,                0.78926,                0.77496,                0.31796,                 1.1991,               0.000397,               0.000397,               0.000397
                    293,                0.63767,                0.36139,                 1.0092,                0.94822,                0.97211,                0.98155,                0.78933,                0.77522,                0.31794,                 1.1993,               0.000364,               0.000364,               0.000364
                    294,                0.63317,                0.35843,                 1.0029,                0.94807,                0.97223,                0.98152,                0.78934,                0.77508,                0.31787,                 1.1992,               0.000331,               0.000331,               0.000331
                    295,                 0.6317,                 0.3586,                 1.0068,                0.94784,                0.97238,                0.98153,                0.78919,                0.77494,                0.31795,                 1.1993,               0.000298,               0.000298,               0.000298
                    296,                0.62697,                0.35081,                 1.0026,                0.94828,                0.97261,                0.98155,                0.78885,                0.77466,                0.31778,                 1.1993,               0.000265,               0.000265,               0.000265
                    297,                0.62604,                0.35293,                 1.0014,                0.94842,                0.97263,                0.98156,                0.78896,                0.77453,                0.31784,                 1.1993,               0.000232,               0.000232,               0.000232
                    298,                0.62792,                0.35556,                 1.0062,                0.94811,                0.97256,                0.98157,                0.78914,                0.77442,                0.31824,                 1.1995,               0.000199,               0.000199,               0.000199
                    299,                0.62571,                0.35358,                  1.004,                 0.9482,                0.97245,                0.98155,                0.78914,                 0.7744,                0.31846,                 1.1997,               0.000166,               0.000166,               0.000166
